"id","schema","table_name","variable_name","IDI20200120","IDI20200720","IDI20201020","IDI20210420","collection","agency","description"
54,"acc_clean","claims","acc_cla_region_code",1,1,1,1,"ACC Injury claims","ACC",NA
55,"acc_clean","claims","acc_cla_registration_date",1,1,1,1,"ACC Injury claims","ACC",NA
56,"acc_clean","claims","acc_cla_road_accident_ind",1,1,1,1,"ACC Injury claims","ACC",NA
57,"acc_clean","claims","acc_cla_road_agency_text",1,1,1,1,"ACC Injury claims","ACC",NA
58,"acc_clean","claims","acc_cla_scene_text",1,1,1,1,"ACC Injury claims","ACC",NA
59,"acc_clean","claims","acc_cla_secondary_road_agency_text",1,1,1,1,"ACC Injury claims","ACC",NA
60,"acc_clean","claims","acc_cla_sex_snz_code",1,1,1,1,"ACC Injury claims","ACC",NA
61,"acc_clean","claims","acc_cla_ta_code",1,1,1,1,"ACC Injury claims","ACC",NA
62,"acc_clean","claims","acc_cla_tot_med_fee_paid_amt",1,1,1,1,"ACC Injury claims","ACC",NA
63,"acc_clean","claims","acc_cla_tot_weekly_comp_paid_amt",1,1,1,1,"ACC Injury claims","ACC",NA
64,"acc_clean","claims","acc_cla_weekly_comp_days_nbr",1,1,1,1,"ACC Injury claims","ACC",NA
65,"acc_clean","claims","acc_cla_wilful_self_inflicted_ind_date",1,1,1,1,"ACC Injury claims","ACC",NA
66,"acc_clean","claims","acc_cla_wilful_self_inflicted_status_text",1,1,1,1,"ACC Injury claims","ACC",NA
67,"acc_clean","claims","acc_cla_work_related_ind",1,1,1,1,"ACC Injury claims","ACC",NA
68,"acc_clean","claims","acc_cla_work_type_text",1,1,1,1,"ACC Injury claims","ACC",NA
69,"acc_clean","claims","snz_acc_claim_form_45_uid",1,1,1,1,"ACC Injury claims","ACC",NA
70,"acc_clean","claims","snz_acc_claim_uid",1,1,1,1,"ACC Injury claims","ACC",NA
71,"acc_clean","claims","snz_acc_nhi_uid",1,1,1,1,"ACC Injury claims","ACC",NA
72,"acc_clean","claims","snz_acc_uid",1,1,1,1,"ACC Injury claims","ACC",NA
73,"acc_clean","claims","snz_employee_ird_uid",1,1,1,1,"ACC Injury claims","ACC",NA
74,"acc_clean","claims","snz_idi_address_register_uid",1,1,1,1,"ACC Injury claims","ACC",NA
75,"acc_clean","claims","snz_uid",1,1,1,1,"ACC Injury claims","ACC",NA
76,"acc_clean","medical_codes","acc_med_accident_date",1,1,1,1,"ACC Injury claims","ACC",NA
77,"acc_clean","medical_codes","acc_med_ICD10_code",1,1,1,1,"ACC Injury claims","ACC",NA
78,"acc_clean","medical_codes","acc_med_ICD10_text",1,1,1,1,"ACC Injury claims","ACC",NA
79,"acc_clean","medical_codes","acc_med_ICD9_code",1,1,1,1,"ACC Injury claims","ACC",NA
80,"acc_clean","medical_codes","acc_med_ICD9_text",1,1,1,1,"ACC Injury claims","ACC",NA
81,"acc_clean","medical_codes","acc_med_injury_count_nbr",1,1,1,1,"ACC Injury claims","ACC",NA
82,"acc_clean","medical_codes","acc_med_injury_diagnosis_code",1,1,1,1,"ACC Injury claims","ACC",NA
83,"acc_clean","medical_codes","acc_med_injury_diagnosis_group_text",1,1,1,1,"ACC Injury claims","ACC",NA
84,"acc_clean","medical_codes","acc_med_injury_diagnosis_text",1,1,1,1,"ACC Injury claims","ACC",NA
85,"acc_clean","medical_codes","acc_med_injury_precedence_nbr",1,1,1,1,"ACC Injury claims","ACC",NA
86,"acc_clean","medical_codes","acc_med_primary_injury_ind",1,1,1,1,"ACC Injury claims","ACC",NA
87,"acc_clean","medical_codes","acc_med_read_code",1,1,1,1,"ACC Injury claims","ACC",NA
88,"acc_clean","medical_codes","acc_med_read_code_text",1,1,1,1,"ACC Injury claims","ACC",NA
89,"acc_clean","medical_codes","snz_acc_claim_uid",1,1,1,1,"ACC Injury claims","ACC",NA
90,"acm_clean","acm_client","acm_cli_birth_month_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
91,"acm_clean","acm_client","acm_cli_birth_year_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
92,"acm_clean","acm_client","acm_cli_entered_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
93,"acm_clean","acm_client","acm_cli_ethnic_grp1_snz_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
94,"acm_clean","acm_client","acm_cli_ethnic_grp2_snz_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
95,"acm_clean","acm_client","acm_cli_ethnic_grp3_snz_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
96,"acm_clean","acm_client","acm_cli_ethnic_grp4_snz_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
97,"acm_clean","acm_client","acm_cli_ethnic_grp5_snz_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
98,"acm_clean","acm_client","acm_cli_ethnic_grp6_snz_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
99,"acm_clean","acm_client","acm_cli_ethnic1_snz_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
100,"acm_clean","acm_client","acm_cli_ethnic2_snz_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
101,"acm_clean","acm_client","acm_cli_ethnic3_snz_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
102,"acm_clean","acm_client","acm_cli_ethnicity_1_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
103,"acm_clean","acm_client","acm_cli_ethnicity_2_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
104,"acm_clean","acm_client","acm_cli_ethnicity_3_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
105,"acm_clean","acm_client","acm_cli_iwi_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
106,"acm_clean","acm_client","acm_cli_marital_status_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
107,"acm_clean","acm_client","acm_cli_meshblock_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
108,"acm_clean","acm_client","acm_cli_meshblock_imputed_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
109,"acm_clean","acm_client","acm_cli_region_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
110,"acm_clean","acm_client","acm_cli_residency_status_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
111,"acm_clean","acm_client","acm_cli_ta_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
112,"acm_clean","acm_client","acm_snz_gender_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
113,"acm_clean","acm_client","snz_acm_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
114,"acm_clean","acm_client","snz_idi_address_register_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
115,"acm_clean","acm_client","snz_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
116,"acm_clean","acm_client","snz_unique_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
117,"acm_clean","acm_expense","acm_exp_electric_arrears_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
118,"acm_clean","acm_expense","acm_exp_entered_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
119,"acm_clean","acm_expense","acm_exp_expense_item_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
120,"acm_clean","acm_expense","acm_exp_gas_arrears_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
121,"acm_clean","acm_expense","acm_exp_phone_arrears_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
122,"acm_clean","acm_expense","acm_exp_week_amt",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
123,"acm_clean","acm_expense","snz_acm_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
124,"acm_clean","acm_expense","snz_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
125,"acm_clean","acm_expense","snz_unique_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
126,"acm_clean","acm_followup","acm_fol_action_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
127,"acm_clean","acm_followup","acm_fol_case_closed_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
128,"acm_clean","acm_followup","acm_fol_case_closed_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
129,"acm_clean","acm_followup","acm_fol_comms_behalf_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
130,"acm_clean","acm_followup","acm_fol_criteria_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
131,"acm_clean","acm_followup","acm_fol_entered_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
132,"acm_clean","acm_followup","acm_fol_facilitate_service_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
133,"acm_clean","acm_followup","acm_fol_HEAS_complete_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
134,"acm_clean","acm_followup","acm_fol_home_visit_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
135,"acm_clean","acm_followup","acm_fol_income_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
136,"acm_clean","acm_followup","acm_fol_interaction_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
137,"acm_clean","acm_followup","acm_fol_not_attend_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
138,"acm_clean","acm_followup","acm_fol_office_interview_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
139,"acm_clean","acm_followup","acm_fol_phone_agency_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
140,"acm_clean","acm_followup","acm_fol_phone_client_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
141,"acm_clean","acm_followup","acm_fol_status_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
142,"acm_clean","acm_followup","acm_fol_support_offsite_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
143,"acm_clean","acm_followup","snz_acm_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
144,"acm_clean","acm_followup","snz_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
145,"acm_clean","acm_followup","snz_unique_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
146,"acm_clean","acm_health","acm_had_arrived_detox_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
147,"acm_clean","acm_health","acm_had_arrived_prog_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
148,"acm_clean","acm_health","acm_had_assessment_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
149,"acm_clean","acm_health","acm_had_complete_prog_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
150,"acm_clean","acm_health","acm_had_current_legal_prob_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
151,"acm_clean","acm_health","acm_had_current_smoker_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
152,"acm_clean","acm_health","acm_had_discharge_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
153,"acm_clean","acm_health","acm_had_drugs_last_12month_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
154,"acm_clean","acm_health","acm_had_education_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
155,"acm_clean","acm_health","acm_had_entered_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
156,"acm_clean","acm_health","acm_had_last_drink_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
157,"acm_clean","acm_health","acm_had_last_drug_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
158,"acm_clean","acm_health","acm_had_prev_treat_ACM_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
159,"acm_clean","acm_health","acm_had_prev_treat_other_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
160,"acm_clean","acm_health","acm_had_prob_drug_use_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
161,"acm_clean","acm_health","snz_acm_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
162,"acm_clean","acm_health","snz_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
163,"acm_clean","acm_health","snz_unique_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
164,"acm_clean","acm_household","acm_hhm_birth_month_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
165,"acm_clean","acm_household","acm_hhm_birth_year_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
166,"acm_clean","acm_household","acm_hhm_child_part_care_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
167,"acm_clean","acm_household","acm_hhm_child_perm_care_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
168,"acm_clean","acm_household","acm_hhm_entered_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
169,"acm_clean","acm_household","acm_hhm_relationship_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
170,"acm_clean","acm_household","acm_snz_sex_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
171,"acm_clean","acm_household","member_snz_acm_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
172,"acm_clean","acm_household","member_snz_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
173,"acm_clean","acm_household","snz_acm_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
174,"acm_clean","acm_household","snz_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
175,"acm_clean","acm_household","snz_unique_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
176,"acm_clean","acm_housing","acm_has_accom_supp_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
177,"acm_clean","acm_housing","acm_has_bedrooms_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
178,"acm_clean","acm_housing","acm_has_budget_advice_aware_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
179,"acm_clean","acm_housing","acm_has_entered_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
180,"acm_clean","acm_housing","acm_has_food_parcel_prev_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
181,"acm_clean","acm_housing","acm_has_HNZ_app_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
182,"acm_clean","acm_housing","acm_has_housing_status_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
183,"acm_clean","acm_housing","acm_has_pays_rent_to_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
184,"acm_clean","acm_housing","acm_has_spec_needs_aware_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
185,"acm_clean","acm_housing","acm_has_weekly_rental_amt",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
186,"acm_clean","acm_housing","snz_acm_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
187,"acm_clean","acm_housing","snz_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
188,"acm_clean","acm_housing","snz_unique_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
189,"acm_clean","acm_income","acm_iab_ben_category_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
190,"acm_clean","acm_income","acm_iab_ben_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
191,"acm_clean","acm_income","acm_iab_ben_type_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
192,"acm_clean","acm_income","acm_iab_employ_history_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
193,"acm_clean","acm_income","acm_iab_employ_status_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
194,"acm_clean","acm_income","acm_iab_entered_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
195,"acm_clean","acm_income","acm_iab_weekly_amt",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
196,"acm_clean","acm_income","snz_acm_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
197,"acm_clean","acm_income","snz_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
198,"acm_clean","acm_income","snz_unique_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
199,"acm_clean","acm_out_service","acm_out_cyfs_client_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
200,"acm_clean","acm_out_service","acm_out_first_sight_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
201,"acm_clean","acm_out_service","acm_out_hoss_alerted_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
202,"acm_clean","acm_out_service","acm_out_income_source_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
203,"acm_clean","acm_out_service","acm_out_last_sight_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
204,"acm_clean","acm_out_service","snz_acm_outreach_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
205,"acm_clean","acm_out_service","snz_acm_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
206,"acm_clean","acm_out_service","snz_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
207,"acm_clean","acm_out_service_ep","acm_ose_engagement_status_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
208,"acm_clean","acm_out_service_ep","acm_ose_housing_status_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
209,"acm_clean","acm_out_service_ep","acm_ose_outreach_interact_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
210,"acm_clean","acm_out_service_ep","snz_acm_outreach_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
211,"acm_clean","acm_sanctions","acm_san_commit_crime_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
212,"acm_clean","acm_sanctions","acm_san_evicted_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
213,"acm_clean","acm_sanctions","acm_san_generated_debt_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
214,"acm_clean","acm_sanctions","acm_san_sanction_descrip_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
215,"acm_clean","acm_sanctions","acm_san_sanction_end_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
216,"acm_clean","acm_sanctions","acm_san_sanction_reason_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
217,"acm_clean","acm_sanctions","acm_san_sanction_start_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
218,"acm_clean","acm_sanctions","snz_acm_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
219,"acm_clean","acm_sanctions","snz_uid",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
220,"acm_clean","acm_sanctions","snz_unique_nbr",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
221,"acm_clean","acm_services","acm_ser_a_d_assess_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
222,"acm_clean","acm_services","acm_ser_activity_type_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
223,"acm_clean","acm_services","acm_ser_case_managed_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
224,"acm_clean","acm_services","acm_ser_casual_dr_patient_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
225,"acm_clean","acm_services","acm_ser_clothing_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
226,"acm_clean","acm_services","acm_ser_declined_food_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
227,"acm_clean","acm_services","acm_ser_doctor_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
228,"acm_clean","acm_services","acm_ser_dty_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
229,"acm_clean","acm_services","acm_ser_enrolled_calder_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
230,"acm_clean","acm_services","acm_ser_entered_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
231,"acm_clean","acm_services","acm_ser_food_parcel_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
232,"acm_clean","acm_services","acm_ser_furniture_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
233,"acm_clean","acm_services","acm_ser_homeless_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
234,"acm_clean","acm_services","acm_ser_mental_health_nurse_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
235,"acm_clean","acm_services","acm_ser_none_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
236,"acm_clean","acm_services","acm_ser_nurse_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
237,"acm_clean","acm_services","acm_ser_office_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
238,"acm_clean","acm_services","acm_ser_outreach_ep_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
239,"acm_clean","acm_services","acm_ser_outreach_notify_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
240,"acm_clean","acm_services","acm_ser_parcel_type_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
241,"acm_clean","acm_services","acm_ser_refer_external_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
242,"acm_clean","acm_services","acm_ser_refer_internal_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
243,"acm_clean","acm_services","acm_ser_resid_detox_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
244,"acm_clean","acm_services","acm_ser_sac_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
245,"acm_clean","acm_services","acm_ser_service_date",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
246,"acm_clean","acm_services","acm_ser_service_grant_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
247,"acm_clean","acm_services","acm_ser_service_request_code",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
248,"acm_clean","acm_services","acm_ser_sng_ind",1,1,1,1,"Auckland City Mission","Auckland City Mission",NA
